 word , count 
work,67
company,42
good,33
people,25
get,22
great,21
life,21
lot,21
environment,19
balance,19
pay,19
time,16
working,14
The,13
job,13
hours,13
much,13
benefits,12
management,12
many,11
development,10
opportunities,9
place,9
Good,9
Management,9
team,8
You,8
well,8
nice,8
Not,7
Long,7
Ford,7
employees,7
learn,7
Very,7
Lots,7
growth,7
new,6
hard,6
employee,6
culture,6
lots,6
career,6
make,6
opportunity,6
pay,6
No,6
low,6
salary,6
year,6
experience,5
car,5
process,5
including,5
really,5
Work,5
little,5
care,5
times,5
Working,5
paid,5
flexible,5
culture|,5
NAME,5
competitive,5
advancement,5
big,5
like,5
long,5
sales,5
overtime,5
manager,4
stressful,4
every,4
family,4
high,4
want,4
needs,4
All,4
short,4
top,4
still,4
always,4
everyone,4
product,4
cars,4
training,4
Do,4
professional,4
slow,4
bad,4
jobs,4
best,4
technology,4
It,4
corporate,4
money,4
easy,4
work|,4
HR,4
business,4
ford,4
limited,3
room,3
level,3
positions,3
companies,3
upper,3
change,3
technical,3
love,3
cons,3
Too,3
company|,3
excellent,3
Training,3
end,3
may,3
demanding,3
things,3
travel,3
help,3
office,3
feel,3
higher,3
days,3
first,3
system,3
roles,3
compensation,3
Pay,3
need,3
ideas,3
They,3
atmosphere,3
going,3
see,3
enough,3
notice,3
deliver,3
load,3
environment|,3
learning,3
shift,3
different,3
bonus,3
organization,3
among,3
know,3
bit,3
work-life,3
back,3
home,3
Nothing,3
leadership,3
manufacturing,3
industry,3
months,3
managers,3
support,3
TRUE,3
sometimes,3
stay,3
global,2
results,2
salaries,2
outside,2
Just,2
Global,2
assignments,2
Some,2
bonuses,2
told,2
pushing,2
explore,2
strong,2
talent,2
pressure,2
involved,2
makes,2
mobility,2
patience,2
motor,2
Nice,2
takes,2
live,2
vehicle,2
scope,2
Benefits,2
plant,2
effort,2
hour,2
worth,2
making,2
overall,2
allowed,2
keep,2
automotive,2
ladder,2
internet,2
grow,2
Opportunities,2
years,2
cold,2
bunch,2
personal,2
interesting,2
better,2
production,2
systems,2
Salary,2
Cyclical,2
commitment,2
course,2
workload,2
Lack,2
possibilities,2
side,2
week,2
another,2
expect,2
space,2
looking,2
health,2
quite,2
members,2
put,2
starts,2
could,2
ask,2
think,2
major,2
quality,2
engineer,2
min,2
start,2
anyone,2
way,2
contribute,2
stress,2
loved,2
achiever,2
matter,2
Chicago,2
modern,2
say,2
launch,2
able,2
away,2
average,2
drive,2
sector,2
meetings,2
impact,2
knowledge,2
move,2
employers,2
areas,2
earn,2
taxes,2
teams,2
For,2
legacy,2
Hours,2
various,2
progress,2
pressure|,2
available,2
job|,2
ability,2
talented,2
Hard,2
equal,2
comes,2
firm,2
educated,2
sufficient,2
else,2
And,2
terrible,2
fun,2
autonomy,2
Slow,2
almost,2
OT,2
Flexible,2
seem,2
economy,2
When,2
lie,2
IT,2
programs,2
person,2
skill,2
previous,2
also,2
thinking,2
seems,2
Despite,2
save,2
take,2
rules,2
